row_index,true_abusive,prob_abusive,pred_abusive,true_Race,prob_Race,pred_Race,true_Religion,prob_Religion,pred_Religion,true_Gender,prob_Gender,pred_Gender,true_Sexual_Orientation,prob_Sexual_Orientation,pred_Sexual_Orientation,true_Miscellaneous,prob_Miscellaneous,pred_Miscellaneous
11,1,0.5606565395320161,1,0,0.3765311470068389,0,1,0.18978698599586777,0,0,0.0659285616986141,0,0,0.051561702370311054,0,0,0.48008557204191693,0
12,0,0.11625320476110372,0,1,0.248748150154107,0,0,0.13333390616914492,0,0,0.0963079891454504,0,0,0.06488181022396458,0,0,0.1226553825336961,0
13,1,0.9308296702422431,1,1,0.9970455463429748,1,0,0.18323659085655852,0,0,0.22836409559389162,0,0,0.18979417900768336,0,0,0.41075541767301077,0
14,1,0.29239067741475766,0,1,0.4298870668676764,0,0,0.12215641613962044,0,0,0.09428271919584964,0,0,0.12188110342506417,0,0,0.19176024131170782,0
15,1,0.3787837889287204,1,0,0.2718096648443872,0,0,0.08952822035849892,0,0,0.41454957672984244,0,1,0.7017964995321375,1,0,0.3255844526257366,0
16,1,0.9355787501862027,1,1,0.9502191782545497,1,0,0.15968494850723883,0,0,0.4037158112207081,0,0,0.06409721313142179,0,0,0.4087343451970585,0
17,1,0.6139249551289208,1,0,0.23761730442716897,0,0,0.1152138797452043,0,1,0.788019922509559,1,1,0.6867161840793705,1,0,0.2440053341195009,0
18,1,0.9745617965174631,1,0,0.14316850555291444,0,1,0.9937812754768365,1,1,0.4053713308820064,0,0,0.2366535696234569,0,0,0.45677787641196615,0
19,0,0.4232475040229664,1,0,0.7852103224041813,1,0,0.11880241280975225,0,0,0.33332123665665697,0,0,0.1546249825695003,0,0,0.07378362566820985,0
20,0,0.347644341344706,0,0,0.3298072059039089,0,0,0.15183315064113,0,0,0.49180866018346947,0,0,0.21697726471150847,0,0,0.5580244537775074,0
21,0,0.3124718452279752,0,0,0.1271555952738749,0,0,0.07973022427045623,0,0,0.12879567165527872,0,0,0.08639638122271506,0,0,0.15677748236419697,0
22,1,0.6364481993274718,1,1,0.883157117179568,1,0,0.3887204876958078,0,0,0.5088835411128373,0,0,0.052869324048784236,0,1,0.1632237130411098,0
23,1,0.40791701125268387,1,0,0.1034805211175666,0,0,0.7502300509024314,1,0,0.2683743083719135,0,0,0.35485508535578003,0,1,0.4086579799778442,0
24,0,0.5413363777209341,1,0,0.15095461513120084,0,0,0.03844075502172701,0,0,0.8497905482456549,1,0,0.04416343509200933,0,0,0.18659824846417689,0
25,0,0.20076435991935773,0,0,0.19513908279934358,0,0,0.1244789300853774,0,0,0.6573571232275713,1,0,0.41368590679256495,0,0,0.327412323030315,0
26,1,0.9018716224512598,1,0,0.06267982154188373,0,0,0.02899354732811589,0,1,0.40364792218005946,0,0,0.07065197032232262,0,1,0.9211197644286274,1
27,0,0.4829517052509505,1,0,0.7346699038990356,1,0,0.12072166206571107,0,0,0.33716966270901716,0,0,0.05888604536140707,0,0,0.18872940381697306,0
28,0,0.32425416248819616,0,1,0.3497045960048995,0,0,0.22087020709304903,0,0,0.2459391085717773,0,0,0.4068042722699402,0,0,0.3986253077908386,0
29,0,0.15614774134163464,0,0,0.1273020105950744,0,0,0.1101698639243812,0,0,0.43644155514086136,0,0,0.08710380259153859,0,0,0.5353740297219847,0
30,1,0.33532513673246445,0,0,0.31113800010182346,0,0,0.3414189300146235,0,0,0.32142886899612333,0,0,0.03365224299481722,0,1,0.6669922676913576,1
31,1,0.36320465497831406,0,1,0.8686586913624137,1,0,0.1294134868788183,0,0,0.15859754157495207,0,0,0.04102568318164208,0,0,0.4296978744272042,0
32,0,0.2645093088381885,0,0,0.15567385140606463,0,0,0.8251453092241994,1,0,0.24259751268185092,0,0,0.05099030252649764,0,0,0.32092743181817945,0
33,0,0.22895479080590525,0,0,0.7017557253031355,1,0,0.04719190899127429,0,0,0.593288627382675,1,0,0.09944325754456497,0,0,0.06122607127116904,0
34,0,0.21377068348456632,0,1,0.6633984460416387,1,0,0.03562702465478712,0,1,0.3198959330511281,0,0,0.041083508350802975,0,0,0.04541996650042108,0
35,0,0.285651198620572,0,0,0.6744254330587852,1,0,0.028565639466474266,0,0,0.1408180475217722,0,0,0.024096783317440796,0,0,0.050017083562762625,0
36,1,0.9904426833994436,1,0,0.22669121611006332,0,1,0.997980518207317,1,0,0.13244860476923603,0,0,0.08351692549719589,0,0,0.17821797308457007,0
37,0,0.20760758599178733,0,0,0.14182528939699146,0,0,0.039571250534056815,0,0,0.37091476888858965,0,0,0.1261970697678087,0,1,0.3919551993093548,0
38,1,0.6362549756186753,1,0,0.06349275887877175,0,0,0.11471994824174185,0,1,0.8905039212942689,1,0,0.4100592818099353,0,1,0.07339092718376111,0
39,0,0.11203090752542509,0,0,0.386547835456576,0,0,0.0724136606343698,0,0,0.1371082654723204,0,0,0.11495151580185729,0,0,0.22726632837148758,0
40,1,0.6318053188886447,1,0,0.48383827751516406,1,1,0.827167012235383,1,0,0.2022210434533803,0,0,0.14551407394591684,0,1,0.3487415507087809,0
41,0,0.309565342814401,0,0,0.35732361278878083,0,0,0.12568701845593272,0,0,0.2588797527320226,0,0,0.06136970491702754,0,0,0.43353934136276984,0
42,0,0.29459781616344294,0,0,0.2579387637166611,0,0,0.1873907740979449,0,0,0.3785939799146285,0,0,0.019607395384542276,0,1,0.5287224783264182,0
43,1,0.4782967904546576,1,1,0.6418160135153129,1,0,0.11765562743194022,0,1,0.34326031074215557,0,0,0.12120354421699561,0,0,0.44041343907150104,0
44,0,0.22798477882840076,0,0,0.42808119983386583,0,0,0.1683483113898682,0,0,0.3181674735538968,0,0,0.05629851348647084,0,0,0.13909886219363501,0
45,1,0.8211690635580597,1,1,0.97395065642062,1,0,0.15361677126424683,0,0,0.19385152538009146,0,0,0.04163029065146129,0,0,0.14630994796254027,0
46,1,0.30893953561912346,0,0,0.060039638129410225,0,1,0.9001797883073784,1,0,0.8118193044953439,1,0,0.1342535721972066,0,0,0.16475312720002497,0
47,1,0.9310118782020298,1,1,0.9804528880745195,1,0,0.07907453296870245,0,0,0.41154727894213455,0,0,0.15930326754303625,0,0,0.19431152018044687,0
48,1,0.690480906943315,1,1,0.25185828162852464,0,0,0.8060363907813289,1,0,0.40045313888397693,0,0,0.47996479241380985,0,1,0.36627163502982835,0
49,1,0.2867730150879164,0,0,0.12420743848869324,0,0,0.0347797984912738,0,0,0.20621111364468186,0,0,0.03501330146978251,0,1,0.9188531549893398,1
50,1,0.9509266810860566,1,1,0.9536558827069402,1,0,0.30323842221248115,0,0,0.29094196211896484,0,0,0.5660730806233434,1,0,0.6516906792640688,1
51,1,0.8501713406587131,1,1,0.9627464732245224,1,0,0.07313401745101268,0,0,0.2581056999101812,0,0,0.14241343764632364,0,0,0.21794869338679443,0
52,1,0.6217396581844988,1,0,0.33825846606270343,0,0,0.051995905827152925,0,1,0.6220638365692078,1,0,0.07966007401468767,0,0,0.07519182099508691,0
53,1,0.3905988461946718,1,0,0.5817754250019872,1,1,0.573927249615197,1,0,0.4674861471458877,0,0,0.0220800843021728,0,1,0.5915090051471065,1
54,0,0.8430579392541186,1,0,0.8588511414914909,1,0,0.17749460078295629,0,0,0.3731880958657507,0,0,0.04586917370585394,0,0,0.9106830491320366,1
55,1,0.8060059830599638,1,1,0.8449477659673721,1,0,0.15283570738255636,0,1,0.7580205268491083,1,0,0.385550473898213,0,0,0.7036062062264176,1
56,1,0.9143963159524715,1,1,0.9735676988159443,1,0,0.23978673963682431,0,0,0.4139716648991922,0,0,0.45751761062757923,0,0,0.35309077273766404,0
57,1,0.8362043785074814,1,1,0.8977286555825343,1,0,0.06557158041705152,0,0,0.2724522205675668,0,0,0.1665701400414876,0,0,0.19240651568973163,0
58,0,0.2036668979340034,0,0,0.11494146913623249,0,0,0.020194806218028778,0,0,0.2816621351364108,0,0,0.025097945253299038,0,0,0.26905677632116975,0
59,1,0.440651618403169,1,1,0.6429613380688475,1,0,0.0489079518526742,0,0,0.1663808401663512,0,0,0.07033905366816483,0,0,0.352348512957571,0
60,0,0.12187661798133059,0,0,0.862078540377486,1,0,0.010391925597312612,0,0,0.23623850918714234,0,0,0.06742721409538326,0,0,0.03546029244260237,0
61,1,0.6300835348716373,1,0,0.28061510386219085,0,1,0.9425269236119611,1,0,0.1993178241215582,0,0,0.14028654573783472,0,0,0.10666480964963265,0
62,1,0.7008468406958113,1,1,0.47746748991068655,1,1,0.9905385397527696,1,0,0.3315321949622355,0,0,0.061164434262868175,0,0,0.06067271230044245,0
63,0,0.3576226703882861,0,0,0.5321401487596468,1,0,0.06278687816551871,0,0,0.2733664805500415,0,0,0.13975251461442276,0,0,0.16443982818706265,0
64,1,0.46248594388427106,1,0,0.13394951455986084,0,0,0.06840363277411328,0,1,0.677629632850975,1,0,0.20143483129951423,0,0,0.23993277208150374,0
65,0,0.1965279270448897,0,0,0.43686793962516113,0,0,0.040119351267817585,0,0,0.21857246310724762,0,0,0.023808486049811138,0,0,0.47235264799102705,0
66,0,0.25657643052681905,0,0,0.21944808272449906,0,0,0.14530226551407616,0,0,0.18675051244425855,0,0,0.04734847924927707,0,1,0.8791908074600727,1
67,1,0.8943289948463344,1,0,0.2609304027316135,0,0,0.07046753279504728,0,0,0.3797200783538329,0,0,0.0659637111548049,0,0,0.8716291378199554,1
68,1,0.43335634720075483,1,0,0.12741905688217955,0,0,0.12830715622425923,0,1,0.8622356018840114,1,1,0.4988583702252356,0,0,0.3800626825981757,0
69,0,0.6209435608973193,1,0,0.46437043080137513,1,0,0.09043227711620216,0,0,0.3309422065937129,0,0,0.09497897234332887,0,0,0.6512425304126772,1
70,0,0.892019482744708,1,0,0.09361937880004491,0,0,0.13396649687850892,0,0,0.32094914025121163,0,0,0.2298658555444551,0,0,0.8950918257708764,1
71,0,0.17084756265112253,0,0,0.9762466734100375,1,0,0.013855325171767173,0,0,0.10150657491496892,0,0,0.009016906341989565,0,0,0.04054397288416621,0
72,0,0.46298577506481936,1,0,0.13232683148548488,0,0,0.051453365501537396,0,1,0.25927034569990304,0,0,0.04019331478826616,0,0,0.19645364767634213,0
73,1,0.4377496724928465,1,0,0.3444508561934175,0,1,0.9740782232265196,1,0,0.41699662970363655,0,0,0.12404295409808058,0,0,0.07251381370256048,0
74,0,0.30181670940141286,0,0,0.41858587538630737,0,0,0.24594024501255543,0,1,0.34331490909580203,0,0,0.11604509751328863,0,0,0.3440515745677953,0
75,1,0.7709021240902018,1,1,0.919310882479658,1,0,0.0419315803093999,0,0,0.14970000685597018,0,0,0.11212781997543672,0,0,0.3354235602757094,0
76,1,0.24040649268034903,0,0,0.15251770049392835,0,0,0.11865361509966914,0,1,0.3982371958472458,0,0,0.13385528919275522,0,0,0.10670554274157594,0
77,1,0.9849340224999867,1,1,0.9916278302861329,1,0,0.2675302952263024,0,0,0.2578510387002724,0,0,0.30592961780400885,0,0,0.4079723039233865,0
78,1,0.7554123407302665,1,0,0.27998794895407014,0,1,0.7332435567668257,1,0,0.5060254937971559,0,0,0.4183648004006903,0,0,0.3414959482574143,0
79,0,0.2336095158857342,0,0,0.4644689764587977,1,0,0.20641323372993797,0,0,0.12056343659344561,0,0,0.3318802643085519,0,0,0.3296947227727908,0
80,1,0.8667446232255047,1,0,0.34886628408349557,0,1,0.8437737265592795,1,0,0.398541309318231,0,1,0.8925892030318897,1,0,0.27635897014067734,0
81,1,0.8886932776646143,1,0,0.39323102446838204,0,1,0.9958597351635039,1,0,0.3478995288130054,0,0,0.1416283061545455,0,0,0.21101603886874137,0
82,0,0.21280303173332366,0,0,0.11853977781482197,0,0,0.03965088297380927,0,1,0.6003122079459963,1,0,0.08344861796847121,0,0,0.06013082638155756,0
83,1,0.8987683074600716,1,0,0.3329400769309523,0,1,0.9789158539311368,1,0,0.08128878860349953,0,0,0.06035215219795195,0,0,0.1431844063603396,0
84,1,0.8702332336287403,1,1,0.9889281454203974,1,0,0.05393496160226785,0,0,0.21745374852367616,0,0,0.18071898743461834,0,0,0.08994935010749285,0
85,0,0.33586083138259554,0,0,0.15830123480807337,0,0,0.10837151138989518,0,0,0.9399164830391767,1,0,0.05072096539035317,0,0,0.3180266474861793,0
86,0,0.7300802045577162,1,0,0.24967004132927026,0,0,0.36882125871654814,0,0,0.36189623181549213,0,0,0.09836221823022698,0,0,0.740966287740332,1
87,1,0.8240590091598906,1,0,0.2668277807320662,0,1,0.6597624111208168,1,0,0.6016633948030252,1,0,0.2582002156989371,0,0,0.3616908318207322,0
88,0,0.39437938189800154,1,0,0.39851633620103716,0,0,0.20118678025851386,0,1,0.6118862891365917,1,0,0.3422036387106285,0,0,0.2811341911328222,0
89,1,0.8614359977374003,1,0,0.13071138415397468,0,1,0.8918983291769241,1,0,0.14119517096944956,0,0,0.504284942080143,0,0,0.06977248944285243,0
90,1,0.28902844205366873,0,0,0.34736349370105735,0,1,0.4657439248875547,0,0,0.3845136812737375,0,0,0.09173223537112947,0,0,0.1972727611471147,0
91,0,0.07660954156312257,0,0,0.0202978009780732,0,0,0.02211199347728992,0,0,0.09414838828790521,0,0,0.003805109202791103,0,0,0.3013054771070672,0
92,1,0.3865160183555355,1,0,0.14488839419910338,0,0,0.10520289508642987,0,0,0.1832697841646741,0,0,0.030790324224808818,0,1,0.9637960291496825,1
93,1,0.6400330580100282,1,0,0.05487692547641861,0,0,0.14123013887808453,0,0,0.1759026959097535,0,0,0.10065326642164897,0,1,0.5768353941969175,0
94,0,0.3421084987476905,0,0,0.34523442444109614,0,0,0.051533797926137666,0,0,0.7726189677764526,1,0,0.09184540140267942,0,0,0.07292978505637716,0
95,1,0.5394218092411955,1,0,0.17008945369256742,0,0,0.06064208571483284,0,1,0.7688780738367847,1,0,0.05675750061631789,0,0,0.318222757610603,0
96,0,0.3623648646278744,0,0,0.3375190614184008,0,0,0.9110283409928008,1,0,0.3337987047462939,0,0,0.1244133896671142,0,0,0.3302507388557106,0
97,1,0.49437422238625756,1,0,0.21447438581669098,0,0,0.2622264092939975,0,1,0.9294336971125478,1,0,0.15521133415918853,0,0,0.18224554758807535,0
98,1,0.3098007065820939,0,0,0.323766187888116,0,0,0.18025739615866396,0,0,0.14950900695806624,0,0,0.09877697316022785,0,1,0.61924503777851,1
99,1,0.5816371410546606,1,0,0.8773610175842992,1,0,0.082599643032704,0,0,0.44777718286935986,0,0,0.13623054005527663,0,1,0.2812319150505949,0
100,1,0.6439440998631452,1,1,0.6059687917052433,1,0,0.11159337180016644,0,0,0.15283485138812794,0,0,0.18592424784769448,0,0,0.179995185197176,0
101,0,0.4782100763534602,1,0,0.28747167802990237,0,0,0.3342271028695476,0,0,0.23507265121427742,0,0,0.34270897824444396,0,0,0.12926065477261267,0
102,1,0.6770170927580159,1,1,0.516138288300624,1,0,0.09773604912738153,0,0,0.3201202031867853,0,0,0.18020325361985806,0,0,0.6378314339215179,1
103,0,0.09702953457681535,0,0,0.060308243009376226,0,0,0.08337087683233706,0,1,0.7698468424200289,1,0,0.03647808723159076,0,0,0.2372483626767895,0
104,0,0.4892754619285583,1,0,0.5243586493864946,1,0,0.547863779383565,1,0,0.12926438700125373,0,0,0.08475872356000996,0,0,0.5447068766032462,0
105,0,0.49777617991429857,1,0,0.6634036511548563,1,0,0.16926622595248084,0,0,0.636559082226204,1,0,0.1911882130990423,0,1,0.6095708780866821,1
106,1,0.7585244479369795,1,1,0.9607062878773741,1,0,0.2186605714947764,0,0,0.6804423073573093,1,0,0.10520251964725094,0,0,0.1798292688973681,0
107,1,0.7075575191738162,1,1,0.9747775325611259,1,0,0.03351911795733421,0,0,0.2231482135285216,0,0,0.08613230404820184,0,0,0.2585533353960591,0
108,1,0.6227273781255329,1,1,0.605694377338041,1,0,0.2893903651927878,0,1,0.7565213260397459,1,0,0.07484742062166623,0,0,0.26525441802495725,0
109,1,0.2985880845450232,0,0,0.07010201760566975,0,0,0.11179583285073506,0,0,0.4174802629011262,0,1,0.9475016385721953,1,0,0.15564656963200024,0
110,0,0.267985873001494,0,0,0.21754854932637438,0,0,0.14448000282794438,0,0,0.4561941415022916,0,0,0.6633552117053744,1,0,0.4951288944484658,0
111,0,0.40048521759846895,1,1,0.3288592111798334,0,1,0.9972285027086705,1,0,0.29112096405614396,0,0,0.09393275358644554,0,0,0.16013286585880956,0
112,0,0.07412425393273714,0,0,0.5863631950280507,1,0,0.020593432748650522,0,0,0.2170369135269335,0,0,0.034765263358814295,0,0,0.12715602579874657,0
113,0,0.4682240651915962,1,0,0.24568863886200118,0,0,0.16694028313479264,0,0,0.2494287614631259,0,0,0.06771993012074848,0,0,0.8075304136464853,1
114,0,0.42610844947263016,1,0,0.4143169280360684,0,0,0.9032000680650131,1,0,0.13736530097269656,0,0,0.05060990176084342,0,0,0.28140497731866754,0
115,0,0.6170142049846469,1,0,0.061078459846686875,0,0,0.06932952970340844,0,0,0.26531241960189195,0,0,0.0927251902835156,0,0,0.6070135090552995,1
116,1,0.8444164392556623,1,0,0.7058068306976606,1,1,0.9268473340371214,1,0,0.23947233650076186,0,0,0.10705605429802585,0,0,0.890090705989408,1
117,1,0.9987737991447376,1,1,0.9886288631410307,1,0,0.03425241254637133,0,1,0.4502816880347706,0,1,0.9727250781975907,1,1,0.8396320093044708,1
118,0,0.40388941943205847,1,1,0.1091821480332611,0,1,0.7581238775759308,1,0,0.09858039229956951,0,0,0.04758338823878736,0,0,0.37899537133287836,0
119,1,0.2852934637331028,0,0,0.08287877461024554,0,1,0.2289211305735703,0,0,0.421194255881931,0,0,0.033149788825190825,0,1,0.8834781118217867,1
120,1,0.20578900665068015,0,0,0.09693834416802523,0,0,0.06323394708019704,0,0,0.12897224706801666,0,1,0.9689719654112102,1,0,0.28962757079839185,0
121,1,0.25595038824165817,0,1,0.9471788016387569,1,0,0.06391792255738836,0,0,0.11985657532471625,0,0,0.0575456007108512,0,0,0.11687877345452131,0
122,1,0.9168432162634925,1,0,0.038549193167655954,0,1,0.9853599440193885,1,0,0.23075199075012665,0,0,0.09973691775244486,0,0,0.12661544995342508,0
123,0,0.3838005489676331,1,0,0.21257452536184618,0,0,0.07982955365898387,0,0,0.23178052401561658,0,0,0.08993946935506554,0,0,0.7790920809662522,1
124,0,0.2750416273446836,0,0,0.3594497043173781,0,1,0.9486625870988538,1,0,0.14670702334010025,0,0,0.08473807587019487,0,0,0.24006180000738095,0
125,0,0.1982701118053875,0,0,0.09887730099180615,0,0,0.10554185081409244,0,0,0.9123377420304863,1,0,0.11078059977824486,0,0,0.19531195385578984,0
126,0,0.4613236943578192,1,0,0.34758251314102606,0,0,0.3564830937116536,0,0,0.39235391991785795,0,0,0.2112027137603603,0,1,0.5121139167172384,0
127,0,0.12087117867268396,0,0,0.05541058828801927,0,0,0.1227777749828747,0,1,0.22706639041018356,0,0,0.09281723946828319,0,0,0.17307383839303042,0
128,1,0.9758452560012587,1,0,0.22415870784876257,0,0,0.2669286117980112,0,0,0.7229848347912273,1,1,0.9989081419865559,1,0,0.12693979566772168,0
129,0,0.4971049170828119,1,0,0.6143592385618198,1,0,0.10231211820128121,0,0,0.4944239921953463,0,0,0.10586621617491752,0,0,0.27063642869522236,0
130,0,0.27765493292465504,0,0,0.08550543962888094,0,0,0.13113761515679315,0,0,0.23647620942991426,0,0,0.08904856631985765,0,0,0.20037886455777382,0
131,1,0.3984006269147299,1,0,0.07515820299478058,0,0,0.12327473427012652,0,0,0.11514537523325163,0,0,0.022899559291397326,0,1,0.9956165385039282,1
132,1,0.3835818442820005,1,0,0.04941418504746149,0,0,0.021827927242062888,0,1,0.9229737581755088,1,0,0.07486394053239041,0,0,0.059320819359058904,0
133,1,0.7265054747958181,1,0,0.0856726604050308,0,0,0.061110702997238746,0,0,0.31151410240513155,0,0,0.18803147297587933,0,1,0.8356914931617944,1
134,1,0.8039756738584971,1,1,0.9544343370999843,1,0,0.04607358929043782,0,1,0.5860778566453101,1,0,0.15163723981288102,0,0,0.35213489850628577,0
135,0,0.23262610630858674,0,0,0.09776871579420894,0,0,0.1275177005071895,0,0,0.263682779851464,0,0,0.22289782509496797,0,0,0.22757416499482594,0
136,0,0.7949901839339764,1,0,0.08487469409876806,0,1,0.9994589267888635,1,0,0.24221931169210553,0,0,0.12736253311214538,0,0,0.061834591283467855,0
137,1,0.4352879208868004,1,0,0.39841664955527933,0,1,0.8554285305678976,1,0,0.13262768207270711,0,0,0.0762146548206236,0,0,0.6498271840846009,1
138,1,0.22071732185967236,0,0,0.03578446764871078,0,0,0.04394245981107856,0,0,0.25893459484588294,0,1,0.6389293322468884,1,0,0.5386461251046184,0
139,0,0.24029326593942468,0,0,0.15062781984878104,0,0,0.053416876260638346,0,0,0.10352079077859273,0,0,0.06305342967109799,0,0,0.12461655027767708,0
140,1,0.35229250400267487,0,0,0.029225380810223914,0,0,0.06846329239070027,0,0,0.33217874248641216,0,1,0.835329880789884,1,0,0.1350309621725709,0
141,1,0.8253352875044782,1,1,0.2789502708377812,0,1,0.9746817659874712,1,0,0.3298398414897058,0,0,0.2761428632448454,0,0,0.3382629801796757,0
142,0,0.06968005952825147,0,0,0.05144431912561811,0,0,0.09362370016169658,0,0,0.10450598957275603,0,0,0.0518134677840711,0,0,0.15443236466364954,0
143,0,0.6849384335889719,1,0,0.10093141377560245,0,0,0.07591471075631345,0,0,0.391269372057649,0,0,0.548718102145898,1,0,0.5595469813824482,0
144,1,0.2164735624229966,0,1,0.44748008548318646,0,0,0.5639379832422953,1,0,0.25842132476961205,0,0,0.07502286072127366,0,1,0.1374702170288599,0
145,0,0.37940579377536937,1,0,0.5509290623350236,1,0,0.26032673553570335,0,0,0.29321527777506073,0,0,0.059555224062936424,0,0,0.2556413782722455,0
146,0,0.24034015674342796,0,0,0.08037781896332326,0,0,0.09246930439291864,0,0,0.8969147761647736,1,0,0.11630876681997897,0,0,0.19725777708746559,0
147,0,0.24838078841119915,0,0,0.07032709355137612,0,0,0.030822389334680633,0,0,0.13196144509446517,0,0,0.05498881180992278,0,0,0.36532002388536156,0
148,1,0.849384552051413,1,0,0.3317264897778852,0,1,0.9452030896115989,1,0,0.3397632674882291,0,0,0.17794295838518817,0,0,0.2249048060921152,0
149,0,0.2317528018134103,0,0,0.03866395093446839,0,0,0.02784752044154997,0,0,0.312309183191097,0,1,0.9217218238710644,1,1,0.49484200968251785,0
150,1,0.8146989895871587,1,0,0.1221217479514004,0,0,0.05878159925295772,0,1,0.28176585949624255,0,1,0.9754980678344524,1,0,0.14924133801074785,0
151,0,0.866042829526447,1,0,0.9773353038434435,1,0,0.06538134455214697,0,0,0.3841745245505641,0,0,0.040077092222161464,0,0,0.20865382651417522,0
152,1,0.8405589018235728,1,0,0.09738038380896288,0,1,0.8240799730507329,1,1,0.6015731179173905,1,0,0.3542608770739854,0,0,0.15688548635412453,0
153,1,0.9262012798092707,1,0,0.17598272034269463,0,1,0.8820700761689838,1,0,0.32631018881828805,0,0,0.3104924525130915,0,0,0.35538143450493126,0
154,1,0.9933786424274247,1,0,0.10034733886038706,0,1,0.9689942157541911,1,1,0.8301414167116362,1,0,0.08893408465806582,0,0,0.1020532750123927,0
155,1,0.8055542401950929,1,0,0.21782692448054083,0,1,0.957492895997593,1,0,0.25715966004948654,0,0,0.19486998641931286,0,0,0.4121881912624237,0
156,0,0.3159732796809547,0,0,0.44315482311021265,0,0,0.2051721994857815,0,0,0.6782683361195658,1,0,0.1414787845257861,0,0,0.23593338577596348,0
157,1,0.872097086513616,1,0,0.4330377353861169,0,1,0.8891476744738915,1,0,0.178243664590592,0,0,0.09886726388206632,0,0,0.22342218535782396,0
158,1,0.6533117087647499,1,0,0.21980631572330578,0,1,0.8073833017839332,1,0,0.43149204665257673,0,0,0.07900568610525747,0,1,0.7074768730140296,1
159,1,0.7976440729877333,1,1,0.9336731038219349,1,0,0.028392467923711435,0,0,0.10466456572588592,0,0,0.018189767926244573,0,0,0.16125766306666123,0
160,0,0.4089469011327986,1,0,0.6771540473475953,1,0,0.24169790664559848,0,0,0.2764396902717495,0,0,0.07586687535531436,0,0,0.4316895828259986,0
161,0,0.4279420408026459,1,0,0.28697731762259576,0,0,0.2313769823656483,0,0,0.6155956741437273,1,0,0.15288341665200783,0,0,0.5483157765389929,0
162,1,0.8961871980419953,1,0,0.13171385150370885,0,1,0.9695432801406705,1,0,0.2462954868202842,0,0,0.04176421389245966,0,0,0.14941506740530933,0
163,1,0.2242311117278523,0,0,0.5720348271126099,1,1,0.10321959265607909,0,0,0.19029079181896394,0,0,0.13694623503196257,0,0,0.12377940560718188,0
164,1,0.9428687390559888,1,0,0.21912382119008822,0,1,0.5185492164411316,1,0,0.4328059656860659,0,0,0.13932233328347798,0,0,0.9261463460181085,1
165,1,0.7876763658293728,1,0,0.18041614175306503,0,0,0.17727342338089883,0,0,0.20239703973200507,0,1,0.9910914979697596,1,0,0.3382042982802491,0
166,1,0.35641274330612505,0,0,0.19558323609083336,0,0,0.12059895725907503,0,0,0.2596980880776287,0,1,0.75765765662593,1,0,0.399406246345978,0
167,1,0.6453096133809259,1,1,0.81780920697327,1,0,0.921582846790269,1,0,0.09994685910675334,0,0,0.01486998245255299,0,1,0.6180114340501169,1
168,0,0.5835104301237621,1,0,0.22861165627742178,0,0,0.06496371541325272,0,0,0.25213660729748066,0,0,0.2819973583379336,0,0,0.6619540534962204,1
169,0,0.40578448469313144,1,0,0.6147241619590336,1,0,0.415587345422238,0,0,0.21138169890229275,0,0,0.13398237710872474,0,0,0.5285766871496338,0
170,0,0.3746473262240467,1,0,0.6332393861460371,1,0,0.3479704388072208,0,0,0.28044081370156343,0,0,0.055292652591465555,0,0,0.2969056600710561,0
