row_index,true_abusive,prob_abusive,pred_abusive,true_Race,prob_Race,pred_Race,true_Religion,prob_Religion,pred_Religion,true_Gender,prob_Gender,pred_Gender,true_Sexual_Orientation,prob_Sexual_Orientation,pred_Sexual_Orientation,true_Miscellaneous,prob_Miscellaneous,pred_Miscellaneous
42,0,0.46854045582422793,0,0,0.23867554764439483,0,0,0.004101518669053915,0,1,0.440536580092618,1,0,0.02335576427907181,0,0,0.04979967141300166,0
43,1,0.36243852746371524,0,1,0.4338553352808401,1,0,0.008541262214647223,0,0,0.11936062698182996,0,0,0.04561106224091307,0,0,0.04665559308275589,0
44,1,0.8055270143520348,1,0,0.1407939117547594,0,0,0.03471713115351773,0,0,0.14272851217782656,0,1,0.32173207314026186,1,0,0.11769983019551071,0
45,1,0.8627634837646493,1,0,0.054282144444350165,0,0,0.02189673337460517,0,0,0.31345082338059277,1,0,0.02684397144903028,0,1,0.5077613118967873,1
46,1,0.9463352630157568,1,1,0.9286481261304603,1,1,0.4999895506384773,1,0,0.13809494124879626,0,0,0.016826753502183323,0,0,0.12224201008852488,0
47,0,0.1231010633736052,0,0,0.028960962140535843,0,0,0.05131782673767652,0,0,0.12866912871444813,0,0,0.01007433324525855,0,0,0.07701626025248735,0
48,0,0.7664866448405228,1,0,0.6289575687059611,1,0,0.18019623849637878,0,0,0.3317815062899396,1,0,0.13600783109356085,0,0,0.2950755989594041,1
49,0,0.4036814095755105,0,0,0.06191763587244802,0,0,0.40787350019569596,1,0,0.10067894008330629,0,0,0.03605518419542072,0,0,0.2613820186042313,1
50,1,0.6292786298283278,1,1,0.7063021797651201,1,0,0.0077629532857220115,0,1,0.7096391656159223,1,0,0.015774417149596664,0,0,0.07374582559533277,0
51,1,0.2152271101706611,0,0,0.0542015380916579,0,0,0.015466883765719155,0,0,0.06975202047408298,0,1,0.1660285657374179,0,0,0.10448398974709124,0
52,0,0.278301225392538,0,0,0.10551627877463794,0,0,0.022807582904404374,0,0,0.09124023313377834,0,0,0.012955510050543044,0,1,0.6229519672175462,1
53,1,0.5581076115857323,1,0,0.19740764633707206,0,1,0.05071198515532324,0,0,0.12410078629652847,0,0,0.00868810388146165,0,1,0.3825824167317249,1
54,0,0.786920817931462,1,0,0.054789455655835796,0,0,0.03773385716826291,0,0,0.18660971289321426,0,0,0.2595241998563279,1,0,0.2400184282845503,1
55,1,0.5293862239499444,1,0,0.3229093173469876,0,0,0.1703904003621147,0,0,0.09546931406983938,0,0,0.012469761117896161,0,0,0.1852500579757724,0
56,1,0.5272686761048977,1,0,0.1268950808239122,0,0,0.031013645300889015,0,0,0.10942521812671746,0,0,0.07791640194098441,0,0,0.1710426999603446,0
57,0,0.8156544744937685,1,0,0.5020570291546801,1,0,0.9325841057990968,1,0,0.18987774065368268,0,0,0.004274997705257927,0,0,0.30317792430407065,1
58,1,0.9229636404811788,1,1,0.22807523104428176,0,1,0.9886594653501256,1,1,0.20164842020057847,0,0,0.1671054997867858,0,0,0.1568168706747341,0
59,0,0.6209433553897094,1,0,0.2274696763235142,0,0,0.03672079580431161,0,0,0.16495217543650487,0,0,0.005974949602525602,0,0,0.2698337908602782,1
60,0,0.6163458349714369,1,0,0.20188295081113936,0,0,0.022863587245784345,0,0,0.23085662024917794,0,0,0.04676319561732998,0,1,0.15080403890155036,0
61,1,0.9914244304644293,1,1,0.9983715412644113,1,1,0.2372760123185167,0,0,0.09554358732453372,0,0,0.04821224989254872,0,0,0.11243730863118023,0
62,0,0.4571001180019583,0,0,0.10493349414129689,0,0,0.030261528708671288,0,0,0.26607049435151514,1,0,0.040720019252484745,0,0,0.21542478682228694,0
63,1,0.9337999417245185,1,1,0.28737621405700325,0,1,0.8224071766616126,1,0,0.24520351988888714,0,0,0.03132027613580294,0,1,0.23837771656406548,1
64,1,0.8785867413194025,1,0,0.24482088404543503,0,1,0.667162375266174,1,0,0.11340156317233642,0,0,0.028668484100808616,0,1,0.40781957327401014,1
65,1,0.973539600724242,1,1,0.8736286244722616,1,0,0.048216238756222274,0,0,0.31444248508059963,1,0,0.0820409785877263,0,0,0.10638007922781123,0
66,1,0.7476985478239259,1,1,0.5694880887081636,1,0,0.1474223022425369,0,0,0.10492959988788435,0,0,0.024476180246002354,0,0,0.1773254028468224,0
67,1,0.4007907373129902,0,1,0.3564877044097618,0,0,0.03453046483393262,0,0,0.08155397565658058,0,0,0.024651193337088314,0,0,0.16309596144547875,0
68,1,0.6126299491718596,1,1,0.2175486287613595,0,1,0.7732554932700536,1,0,0.06111788135654414,0,0,0.02851648666498632,0,0,0.21938310298009014,0
69,1,0.526957902827442,1,0,0.14569260364609612,0,1,0.8566182767673357,1,0,0.08723189076615114,0,0,0.0045831599544223925,0,1,0.48097801895477926,1
70,1,0.7268331767931601,1,0,0.18246784156091755,0,0,0.055789933451333186,0,1,0.3918267061385205,1,0,0.015811533354499748,0,0,0.04617115710398236,0
71,0,0.16977591935540015,0,0,0.024502113130215008,0,0,0.019078361619192324,0,0,0.10639941224642684,0,0,0.01915706152568156,0,0,0.09176944274922118,0
72,0,0.3548288960545773,0,0,0.4513551778039533,1,0,0.04854735130593827,0,0,0.09471231179184085,0,0,0.07276796846985277,0,0,0.13531564514747293,0
73,1,0.8384808157793863,1,1,0.7295648378062055,1,0,0.08239024586007866,0,0,0.3292204557256669,1,1,0.48147776365758316,1,0,0.17281086221988684,0
74,0,0.39123525037590134,0,0,0.07981159042089966,0,0,0.09798581046267067,0,0,0.05555319627252703,0,0,0.004810419097830172,0,0,0.21568520257927823,0
75,1,0.5823052146490686,1,0,0.06678273539861446,0,0,0.02823013081975781,0,1,0.163614463697344,0,0,0.027841359376049715,0,0,0.4101303375832746,1
76,1,0.7942130247713922,1,0,0.3113778280689337,0,1,0.8813772225441774,1,0,0.13054381667600576,0,0,0.017660333638341286,0,0,0.35039996486984876,1
77,1,0.900497842303471,1,0,0.1816198072012345,0,1,0.47681535924263807,1,0,0.2209475697459692,0,0,0.03904000027583662,0,1,0.43267435369823853,1
78,1,0.298785260600927,0,1,0.40884142184516836,1,0,0.01671582136379975,0,0,0.1028081936200943,0,0,0.018911546543269916,0,0,0.0681908191436892,0
79,0,0.46741698663738185,0,0,0.5524844362258908,1,0,0.050964071848951874,0,0,0.04782298959237947,0,0,0.1279960821799542,0,0,0.09124569095628964,0
80,1,0.9210400842971684,1,1,0.6571138431107792,1,0,0.07960317044734629,0,0,0.3094495979299523,1,0,0.12454823744195691,0,1,0.1449850025988351,0
81,1,0.8371196175224496,1,1,0.8818077858184666,1,0,0.04125102728089682,0,0,0.0258095229898874,0,0,0.019068267649788837,0,0,0.18473766596130567,0
82,1,0.898414502564028,1,1,0.5705519366015919,1,1,0.6917561712091699,1,0,0.34695314034722674,1,0,0.12096811447044586,0,0,0.12713458422935178,0
83,0,0.19260673119955976,0,0,0.2570114185928964,0,0,0.029041262032162674,0,0,0.13535319453704386,0,0,0.01859721514589835,0,0,0.1228087332611588,0
84,1,0.9576058913406897,1,1,0.8226610870835579,1,1,0.9895290094528448,1,0,0.1012892213811708,0,0,0.032382854957931924,0,0,0.14747839879162664,0
85,1,0.3412527443463203,0,0,0.17925508449608626,0,0,0.09547382727491278,0,0,0.1226674404806495,0,0,0.013259631018833361,0,1,0.030163135383179916,0
86,0,0.3763531560267013,0,0,0.04919789395828078,0,0,0.06357694277595949,0,0,0.05221166622712945,0,0,0.0208622117177026,0,0,0.19347315285365915,0
87,0,0.29314161912443853,0,0,0.20784856846679114,0,0,0.4785997637743877,1,0,0.055303844991052065,0,0,0.007024094983413313,0,0,0.16008446707660856,0
88,0,0.3554725395823585,0,0,0.12625730739121085,0,0,0.17911615571313186,0,0,0.14209550534858403,0,0,0.021040996817414153,0,1,0.12074004733920563,0
89,1,0.709396885748121,1,0,0.4415141123430559,1,0,0.030396586684132778,0,0,0.08613362911341467,0,0,0.04781255178913676,0,0,0.15045393334210047,0
90,0,0.2587122577966822,0,0,0.31756708547326734,0,0,0.032161985501546746,0,0,0.09928923953983736,0,0,0.03338503032685473,0,0,0.2744108282263475,1
91,1,0.5227250492211324,1,0,0.04629929534031559,0,1,0.39218452822115796,1,0,0.08129308115629445,0,0,0.00951162018278211,0,0,0.22076888285330862,0
92,1,0.8382993416616514,1,0,0.4672017035769002,1,1,0.9944079567303522,1,0,0.13796264757787743,0,0,0.020661985682540608,0,0,0.14454897988537982,0
93,0,0.37434382207363076,0,0,0.049903563802993885,0,0,0.017675523052863826,0,0,0.06079924508478188,0,0,0.009224822954114394,0,1,0.39437445632967966,1
94,1,0.8085364849983169,1,1,0.3859172426199184,1,1,0.6977912616391976,1,0,0.12086635184704192,0,0,0.030327237889309317,0,0,0.24426773333458515,1
95,1,0.8297022717045497,1,0,0.4744047790712118,1,0,0.06818322082391233,0,1,0.29144185488684277,1,0,0.03129575454294448,0,0,0.16597777966381366,0
96,1,0.47017971445402423,0,0,0.03367703570732818,0,0,0.026969292835533027,0,0,0.0949729212638406,0,0,0.024575997546601433,0,1,0.3010535963729663,1
97,1,0.7297384347059573,1,0,0.41756455173851087,1,0,0.0732250799691923,0,1,0.3935937971870373,1,0,0.022513137411002273,0,1,0.21124439855409238,0
98,1,0.5987988561428658,1,0,0.16278884764327275,0,1,0.42776985165646875,1,0,0.2744915411018573,1,0,0.02754663569580491,0,1,0.305467575750691,1
99,0,0.5975182183495064,1,1,0.7998563338366361,1,0,0.005109868704415206,0,0,0.2293536616920068,0,0,0.08203162747892442,0,0,0.06851953881342811,0
100,1,0.620829906030663,1,1,0.2863213579971844,0,0,0.007652596087513407,0,0,0.1625354196779014,0,0,0.00845590422199678,0,0,0.20349876366208233,0
101,1,0.9034445008905579,1,0,0.109421414120366,0,1,0.9930276606566482,1,0,0.0437620670775388,0,0,0.09960239415825867,0,0,0.1276813357397241,0
102,1,0.8336448265173582,1,0,0.1905730311256403,0,1,0.5854389215060517,1,0,0.1185591243202363,0,0,0.057455749429050386,0,0,0.24619548849967401,1
103,0,0.5464391185043738,1,0,0.4045835988798181,1,0,0.8392139355307027,1,0,0.15898012389689323,0,0,0.009878115574440275,0,0,0.37598900071047975,1
104,1,0.9290204723623413,1,1,0.20908133199832604,0,0,0.6369433660565011,1,0,0.1314929810803719,0,1,0.8135991655254714,1,0,0.13976621332076108,0
105,0,0.5809534451195361,1,1,0.8025972210460871,1,0,0.02511301692254661,0,0,0.14409086886008463,0,1,0.7466945621928844,1,0,0.07065013732136649,0
106,1,0.9582914651403905,1,0,0.025430454943784455,0,1,0.9863771699956579,1,0,0.09081151246179614,0,0,0.03151341814627967,0,0,0.056538380954430895,0
107,0,0.5598928895279682,1,0,0.3860445605984297,1,0,0.030674918759926974,0,0,0.2787856574524702,1,0,0.20631149868028428,0,0,0.061864275153408206,0
108,1,0.9535277077328655,1,1,0.9874780364447333,1,0,0.7515758592152298,1,0,0.19106208958437576,0,0,0.008096681404713492,0,1,0.15188852061315608,0
109,1,0.42428144929930384,0,1,0.5303165636594418,1,0,0.028985123426739232,0,0,0.22940832132916947,0,0,0.0856641276359275,0,0,0.11097536884185967,0
110,1,0.8899505317396444,1,1,0.11928518098797192,0,1,0.6617745454793703,1,0,0.08623658194860094,0,0,0.10169062815305711,0,0,0.2718409887544592,1
111,1,0.8877126114211643,1,1,0.9731093891147831,1,0,0.03164677455714468,0,0,0.09218049678120456,0,0,0.07011594901181793,0,0,0.08683324001791054,0
112,0,0.4465586185652603,0,0,0.04140474630808664,0,0,0.01884304986299078,0,0,0.12555791940481395,0,0,0.024089866509403354,0,0,0.1127423654793865,0
113,0,0.6585497932009267,1,0,0.37085061387304874,1,0,0.8220159304961642,1,0,0.22620333834544967,0,0,0.028300680363781333,0,0,0.2896215472876142,1
114,1,0.4715491203901884,0,0,0.14445675432523042,0,1,0.6442211026652909,1,0,0.07557185444777362,0,1,0.6905264641185861,1,1,0.13156026025403764,0
115,0,0.3961652554218766,0,1,0.20727643157169906,0,0,0.04317292146196445,0,0,0.09871843485519198,0,0,0.008314976372197474,0,0,0.19563284905438497,0
116,1,0.8002426429824099,1,0,0.34613988478389063,0,1,0.9051205135921906,1,0,0.051587554188342925,0,0,0.0813070375906556,0,0,0.1489779556918641,0
117,0,0.2991240812997209,0,0,0.10297590986443543,0,0,0.13852064175680237,0,0,0.11365038166168666,0,0,0.013526537381289006,0,0,0.49377095870205157,1
118,1,0.8567336791711996,1,1,0.964007399260408,1,0,0.0218605512047008,0,0,0.08388923555444089,0,0,0.10479481589606775,0,1,0.06775955976345417,0
119,1,0.3304099221334122,0,1,0.16128167726509954,0,0,0.05763066506642261,0,0,0.24901466564400154,0,0,0.11728509955568933,0,0,0.10901992246939017,0
120,1,0.4745306267948251,0,1,0.7129125138485825,1,0,0.21473560807354794,0,1,0.277812383631749,1,0,0.018807893534291412,0,0,0.07222809666432306,0
121,1,0.16977591935540015,0,0,0.024502113130215008,0,0,0.019078361619192324,0,0,0.10639941224642684,0,0,0.01915706152568156,0,0,0.09176944274922118,0
122,1,0.716457047562831,1,1,0.9265474388198772,1,0,0.05520196486599746,0,0,0.1668179023169528,0,0,0.01827837330157616,0,0,0.07729251462418442,0
123,0,0.4268772464534045,0,0,0.624688376702007,1,0,0.08232568564805635,0,0,0.08520336195683004,0,0,0.09679736421224078,0,0,0.0916295877617026,0
124,0,0.27025030573144304,0,0,0.06359534529427598,0,0,0.010756825875404184,0,0,0.059102392528382675,0,0,0.04841609293317864,0,0,0.16032813606766613,0
125,0,0.23245113415504418,0,0,0.14578528808261876,0,0,0.08623489547007408,0,0,0.19834821670851555,0,0,0.010364979741057542,0,0,0.15788054112971042,0
126,1,0.7338328452620392,1,1,0.5395632294628826,1,0,0.013988437364760764,0,0,0.06599973915566813,0,0,0.013943758910174887,0,1,0.20425476792709288,0
127,0,0.2484819501276051,0,0,0.0752062903919485,0,0,0.07900957829086558,0,0,0.051174969125786736,0,0,0.4934129275409424,1,0,0.040548376847649364,0
128,1,0.6982655462521684,1,0,0.06832862248398004,0,0,0.03147560005363665,0,0,0.07782800285698455,0,1,0.7750334824143078,1,0,0.09585439826071436,0
129,0,0.3164179818632019,0,0,0.20983777674774942,0,0,0.0432096164115855,0,0,0.10516169178216457,0,0,0.028308780593258018,0,0,0.19763144865633164,0
130,1,0.8801829867478697,1,0,0.07851945905683022,0,0,0.012747954780523279,0,1,0.17222890993157805,0,1,0.020516108505609875,0,0,0.48873590537398787,1
131,0,0.20039495649050154,0,0,0.13556035410284892,0,0,0.059017551647168896,0,0,0.027682969346131847,0,0,0.09330088895465005,0,0,0.10286234429750056,0
132,1,0.9020376566546783,1,0,0.17156009332281133,0,1,0.9716863451417437,1,0,0.11835771962317443,0,0,0.03300276175415171,0,0,0.16266475556269358,0
133,1,0.4157297060017657,0,1,0.15140843099222792,0,1,0.47057888151468,1,0,0.06410867343535491,0,0,0.007352963671511885,0,0,0.1302432253781853,0
134,0,0.3785127917611719,0,0,0.1252605165130283,0,0,0.06981273378299115,0,0,0.048762114729651605,0,0,0.06302821282254188,0,0,0.0899495694282672,0
135,1,0.7758421047373044,1,1,0.3148426286335129,0,1,0.6439576703193971,1,0,0.13625322339855483,0,0,0.06373474003205283,0,0,0.5453886320245473,1
136,0,0.2722433391920873,0,0,0.021961977961368274,0,0,0.006453825816531805,0,0,0.09460634163878241,0,0,0.014264329190842721,0,0,0.10544358793861064,0
137,1,0.7577531329150435,1,1,0.6453054971859867,1,0,0.1487449300983236,0,0,0.1648603077562717,0,0,0.04127508111859704,0,0,0.07466402141806562,0
138,1,0.6005709120468125,1,0,0.1688053854897117,0,0,0.2886974660540926,0,0,0.32115014801469627,1,1,0.3931437649157982,1,1,0.22402136563128627,0
139,1,0.9329218171090985,1,0,0.10807990403619437,0,1,0.8863117793411551,1,0,0.11763535157384675,0,1,0.6228579211469879,1,0,0.08007496707532234,0
140,1,0.4092406328784657,0,1,0.030971152688926484,0,0,0.06263511296794248,0,1,0.04045109597872096,0,0,0.017143538290530235,0,1,0.3511498394517026,1
141,1,0.7215348660168713,1,0,0.3914740265605729,1,0,0.028838255414679773,0,1,0.5317603406666077,1,0,0.18015454134386946,0,0,0.12876209661893054,0
142,1,0.29876242799805547,0,0,0.14168734020818105,0,1,0.8917241541948441,1,0,0.1259779892895946,0,0,0.005510508578605091,0,0,0.1152525058221829,0
143,0,0.15432865150511296,0,0,0.09915624604293305,0,0,0.07836480070948132,0,0,0.07864434072173612,0,0,0.013896749253710509,0,0,0.18279794049521603,0
144,1,0.6428446896880161,1,0,0.08131848149601538,0,0,0.015158838137188544,0,1,0.24818695778305863,0,1,0.45584962030949905,1,0,0.06066467617831034,0
145,0,0.25586755208427914,0,0,0.030554786950475175,0,1,0.10869502435720745,0,1,0.2526683794953161,1,0,0.06178051910517729,0,0,0.08349867543247304,0
146,0,0.32946953015220726,0,0,0.03691690314839909,0,0,0.012291132882608732,0,0,0.5499658554915201,1,0,0.012214189876726933,0,0,0.10990140738443814,0
147,1,0.28349786610270816,0,0,0.15447627133492264,0,0,0.013214200804843,0,0,0.32127528485248985,1,0,0.008141611253115638,0,1,0.2494462108886419,1
148,1,0.5345540539773501,1,1,0.7733688860200795,1,0,0.13343768922100138,0,1,0.3194578054892371,1,1,0.33665775918727614,1,0,0.13552374968107014,0
149,0,0.341676160044931,0,0,0.41315647320979226,1,0,0.029950101697992445,0,0,0.17369003244951717,0,0,0.012300432791030347,0,0,0.09386643177144767,0
150,1,0.7973575340250606,1,0,0.20969267527759958,0,1,0.687267956605523,1,0,0.06024932610095011,0,0,0.03107462937672779,0,0,0.1929267097048284,0
151,0,0.8474196445865266,1,0,0.10882726202893846,0,0,0.01906121969711248,0,1,0.5631263231788882,1,0,0.010140588806451285,0,0,0.17338424795789578,0
152,1,0.46130300596952756,0,0,0.10787522890137496,0,0,0.02380233526255457,0,0,0.1258146210979337,0,0,0.02061710716067798,0,0,0.3441791331135508,1
153,0,0.480446006999043,0,0,0.03705216625767408,0,0,0.014323382264332418,0,1,0.30175151796499394,1,0,0.012505094628766691,0,0,0.12505169625580237,0
154,0,0.2028229462102178,0,0,0.04911567171741348,0,0,0.006190134232922233,0,0,0.13320253578926486,0,0,0.007946364304716305,0,0,0.6629208888122825,1
155,1,0.44892718737206644,0,0,0.22646877119102782,0,1,0.6678864067747586,1,1,0.17088635260177762,0,0,0.0068413222047107826,0,0,0.18643960741622867,0
156,1,0.7943457798075544,1,0,0.2659362293520193,0,0,0.07731082225066938,0,0,0.11413126233582606,0,0,0.0307916519003191,0,0,0.2844519138694605,1
157,0,0.5109674994902518,1,0,0.05375951946013451,0,0,0.15560462634847186,0,0,0.3238700264601964,1,0,0.04765533255206122,0,0,0.3512571638270683,1
158,0,0.18693058037826052,0,0,0.028776653987931056,0,0,0.010642971484700059,0,0,0.054193076799733876,0,0,0.017731884171028084,0,0,0.10028602126350729,0
159,1,0.6948398057705827,1,1,0.5215395462692342,1,1,0.3194114987742192,1,1,0.31354208629296565,1,0,0.026251029723090607,0,0,0.3761338891511105,1
160,0,0.5429150128464348,1,0,0.18721059905404416,0,0,0.02172738178994295,0,0,0.20302420770972743,0,0,0.016475546387616415,0,0,0.299164549322175,1
161,1,0.8804174170418527,1,1,0.8344230305834514,1,1,0.2510665302495367,0,0,0.07388862528871792,0,0,0.022489048750570687,0,0,0.3553776646714181,1
162,1,0.6345203268801539,1,1,0.4230321869679647,1,0,0.0583279332454092,0,1,0.16820547164278196,0,0,0.16508397023809285,0,0,0.08335447435099426,0
163,1,0.29016793893097415,0,1,0.14089559878611985,0,0,0.029905640221041408,0,0,0.09359366974189763,0,0,0.0030741013800409094,0,0,0.08452915433620624,0
164,0,0.4798583743030633,0,0,0.264252269668309,0,0,0.08597149855027843,0,0,0.23142430074715625,0,0,0.17593424347246675,0,0,0.11920346611165074,0
165,0,0.38746893251709275,0,0,0.059127015087700796,0,0,0.03523444106869921,0,1,0.3553646913947636,1,1,0.31229005823670203,1,0,0.0952417123722119,0
166,1,0.8925037941458518,1,0,0.1531489939542421,0,0,0.07497786333520262,0,0,0.19571638645287215,0,1,0.9090293019221267,1,0,0.15388479996464652,0
167,1,0.8402973693030389,1,1,0.6746310402810507,1,0,0.3961489181778659,1,1,0.34970108604836764,1,0,0.010049919312960169,0,0,0.22078131566616435,0
168,0,0.3081175331633484,0,0,0.15403737009781548,0,0,0.02693698162399537,0,0,0.27745595879826984,1,0,0.01568823457470861,0,0,0.07323654547265156,0
169,1,0.610066587700684,1,0,0.13997978062133073,0,1,0.6333122320411683,1,0,0.12405370680654543,0,0,0.03151307286478077,0,0,0.15570923697430183,0
170,1,0.5518866987481909,1,1,0.20073132740003474,0,0,0.025636553957113603,0,1,0.26256692123183284,1,1,0.3435938206527775,1,0,0.09038269388077208,0
